Question Number,Question Title,Voted On Question?,Vote Index,Vote Title,Voter Name,Voter Email,Vote Time
1,What’s the average price of gas in Missouri right now?,Yes,A,35000,Anonymous,Email Not Captured,"Sep 7, 2018 4:04 PM"
1,What’s the average price of gas in Missouri right now?,Yes,B,5,Anonymous,Email Not Captured,"Sep 7, 2018 8:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,C,5000000,Anonymous,Email Not Captured,"Sep 7, 2018 8:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,D,350000,Anonymous,Email Not Captured,"Sep 7, 2018 8:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,E,200000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,F,607500,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,G,800000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,D,350000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,H,8000000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,G,800000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,I,700000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,J,15000000,Anonymous,Email Not Captured,"Sep 18, 2018 2:10 PM"
1,What’s the average price of gas in Missouri right now?,Yes,K,8768,Anonymous,Email Not Captured,"Sep 19, 2018 9:13 PM"
1,What’s the average price of gas in Missouri right now?,Yes,L,2700000,Anonymous,Email Not Captured,"Sep 19, 2018 9:42 PM"
1,What’s the average price of gas in Missouri right now?,Yes,M,2000000,Rooster,Email Not Captured,"Sep 19, 2018 9:42 PM"
1,What’s the average price of gas in Missouri right now?,Yes,N,89,Ella,Email Not Captured,"Sep 24, 2018 10:21 PM"
1,What’s the average price of gas in Missouri right now?,No,-,-,MegsIsAwesome,Email Not Captured,-
1,What’s the average price of gas in Missouri right now?,No,-,-,Anonymous,Email Not Captured,-
1,What’s the average price of gas in Missouri right now?,No,-,-,Anonymous,Email Not Captured,-
1,What’s the average price of gas in Missouri right now?,No,-,-,Anonymous,Email Not Captured,-
1,What’s the average price of gas in Missouri right now?,No,-,-,Anonymous,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,A,429,Anonymous,Email Not Captured,"Sep 7, 2018 4:04 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,B,250,Anonymous,Email Not Captured,"Sep 7, 2018 8:10 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,C,400,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,D,425,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,E,320,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,E,320,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,C,400,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,F,347,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,G,300,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,H,280,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,G,300,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,I,260,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,J,356,Anonymous,Email Not Captured,"Sep 19, 2018 9:11 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),Yes,G,300,Ella,Email Not Captured,"Sep 24, 2018 10:22 PM"
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,MegsIsAwesome,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Rooster,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Anonymous,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Anonymous,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Anonymous,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Anonymous,Email Not Captured,-
2,How many miles is it from Slalom office to the hotel? (according to Google),No,-,-,Anonymous,Email Not Captured,-
3,What year was this poster created?,Yes,A,1979,Anonymous,Email Not Captured,"Sep 7, 2018 4:04 PM"
3,What year was this poster created?,Yes,B,1987,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
3,What year was this poster created?,Yes,C,1985,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
3,What year was this poster created?,Yes,D,2025,Anonymous,Email Not Captured,"Sep 7, 2018 8:11 PM"
3,What year was this poster created?,Yes,E,1976,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,C,1985,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,A,1979,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,F,1991,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,G,1989,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,H,1962,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,I,1968,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,J,1975,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
3,What year was this poster created?,Yes,K,1965,Anonymous,Email Not Captured,"Sep 18, 2018 2:11 PM"
